"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"237624974010854","140584160010478",2007,12,33,82,2,1,"MIN_2","BD",1,2006-06-23,"GRFSL","06-12-003",223.07,188.31,173.68,18.46,8.43,28.44,.96,3.5,1.82,,1.82,.04,4.43,4.09,12,14,4,4,150,1.81,0,9.7,0,0,.4,0,.7,27.8,.6,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624939010854","140553236010478",2007,12,47,54,2,1,"FF_TOTAL","SF",1,2006-09-11,"GRFSL","06-12-046",20.81,16.11,15.64,29.17,3.03,33.09,,,28.42,,28.42,.2,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624941010854","140553236010478",2007,12,47,54,2,1,"MIN_1","BD",1,2006-09-11,"GRFSL","06-12-049",220.3,174.64,169.72,26.15,2.9,29.81,.94,1.21,1.36,,1.36,.05,4.09,3.37,14,14,45,129,117,2.4,.1,17.3,0,0,.7,0,.3,4.6,3.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624942010854","140553236010478",2007,12,47,54,2,1,"MIN_2","BD",1,2006-09-11,"GRFSL","06-12-050",339.9,294.4,293.83,15.46,.19,15.68,1.63,.01,.19,,.19,0,4.82,4.26,3,0,12,41,63,1.01,0,7.9,.2,0,.1,0,.1,1.3,2.2,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624984010854","140553236010478",2007,12,47,54,3,1,"FF_TOTAL","SF",1,2006-09-11,"GRFSL","06-12-047",1346.65,590.65,558.49,127.99,5.76,141.13,1.205,,39.09,,39.09,.66,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624940010854","140553236010478",2007,12,47,54,4,1,"FF_TOTAL","SF",1,2006-09-11,"GRFSL","06-12-048",64.12,49.35,46.59,29.93,5.93,37.64,,,47.58,,47.58,.49,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624898010854","140553976010478",2007,12,49,56,4,1,"FF_TOTAL","SF",1,2006-09-15,"GRFSL","06-12-059",23.63,16.8,15.84,40.65,6.08,49.2,.342,,,,,,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624906010854","140555303010478",2007,12,53,56,2,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-056",247.91,103.05,94.92,140.57,8.57,161.18,.256,,41.24,,41.24,1.28,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624907010854","140555303010478",2007,12,53,56,3,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-057",181.74,74.73,68.94,143.2,8.4,163.63,.149,,37.87,,37.87,1.27,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624978010854","140555303010478",2007,12,53,56,4,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-058",117.5,42.97,38.98,173.45,10.25,201.47,.12,,38.84,,38.84,1.24,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624899010854","140556437010478",2007,12,57,120,2,1,"FF_TOTAL","SF",1,2006-09-22,"GRFSL","06-12-080",432.91,218.81,204.9,97.85,6.79,111.28,.276,,39.25,,39.25,.96,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624975010854","140556437010478",2007,12,57,120,2,1,"MIN_1","O",1,2006-09-22,"GRFSL","06-12-082",236.77,198.1,183.21,19.52,8.13,29.24,,.29,1.14,,1.14,.03,4.41,3.5,4,6,26,149,8,1.07,0,2.6,.1,0,.6,0,.9,1.9,1.5,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624901010854","140556437010478",2007,12,57,120,2,1,"MIN_2","O",1,2006-09-22,"GRFSL","06-12-083",407.89,352,351.7,15.88,.09,15.98,,.02,.14,,.14,0,4.58,3.66,2,0,2,16,2,.12,0,1.4,0,0,.3,0,.4,.7,.6,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624900010854","140556437010478",2007,12,57,120,3,1,"FF_TOTAL","SF",1,2006-09-22,"GRFSL","06-12-081",1389.12,379.02,341.44,266.5,11.01,306.84,.307,,46.46,,46.46,1.32,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624965010854","140557281010478",2007,12,59,49,2,1,"FF_TOTAL","SF",1,2006-07-06,"GRFSL","06-12-019",187.73,150.99,142.42,24.33,6.02,31.82,.22,,41.63,,41.63,.68,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624966010854","140557281010478",2007,12,59,49,2,1,"MIN_1","BD",1,2006-07-06,"GRFSL","06-12-020",272.54,258.16,257.13,5.57,.4,5.99,1.43,.65,1.34,,1.34,.01,4.99,4.32,11,12,8,38,40,.78,37.5,.8,0,0,.5,0,0,4.4,16.1,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624967010854","140557281010478",2007,12,59,49,2,1,"MIN_2","BD",1,2006-07-06,"GRFSL","06-12-021",344.24,328.4,327.67,4.82,.22,5.06,1.82,.86,.95,,.95,0,4.92,4.44,15,7,2,9,32,.51,12.4,.8,0,0,.3,0,0,3.7,24.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624951010854","140558877010478",2007,12,63,79,2,1,"FF_TOTAL","SF",1,2006-07-06,"GRFSL","06-12-016",101.62,84.13,79.82,20.79,5.4,27.31,.345,,30.61,,30.61,.59,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624987010854","140558877010478",2007,12,63,79,2,1,"MIN_1","O",1,2006-07-06,"GRFSL","06-12-017",308.73,283.89,281.87,8.75,.72,9.53,,1.59,1.99,,1.99,.04,5.09,4.52,8,12,17,162,61,1.69,45.4,0,0,0,.6,0,.6,4.5,4.8,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624952010854","140558877010478",2007,12,63,79,2,1,"MIN_2","O",1,2006-07-06,"GRFSL","06-12-018",280.18,260.42,258.93,7.59,.58,8.21,,.82,2.2,,2.2,.01,5.08,4.5,9,8,13,133,47,1.35,35.5,0,0,0,.3,0,.4,3.8,3.7,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624961010854","140558712010478",2007,12,63,93,2,1,"FF_TOTAL","SF",1,2006-10-04,"GRFSL","06-12-107",107.89,47.65,45.15,126.42,5.55,138.98,.139,,32.15,,32.15,.92,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624963010854","140558712010478",2007,12,63,93,2,1,"MIN_1","BD",1,2006-10-04,"GRFSL","06-12-110",254.92,236.65,233.09,7.72,1.53,9.36,1.29,.08,1.79,,1.79,.1,5.69,5.17,8,51,94,1032,3,6.12,26,0,.1,0,2,0,.1,6.7,2,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624964010854","140558712010478",2007,12,63,93,2,1,"MIN_2","BD",1,2006-10-04,"GRFSL","06-12-111",280.53,258.67,256.1,8.45,1.01,9.54,1.42,.08,.85,,.85,.05,5.5,4.96,8,11,53,462,19,3.02,25.7,0,.1,0,1.2,0,.6,9,1.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624989010854","140558712010478",2007,12,63,93,3,1,"FF_TOTAL","SF",1,2006-10-04,"GRFSL","06-12-108",128.17,117.35,111.81,9.22,4.96,14.63,.483,,28.09,,28.09,.73,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624962010854","140558712010478",2007,12,63,93,4,1,"FF_TOTAL","SF",1,2006-10-04,"GRFSL","06-12-109",57.7,53.45,50.91,7.95,4.98,13.33,.275,,35.46,,35.46,1.12,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624919010854","140560559010478",2007,12,67,55,2,1,"FF_TOTAL","SF",1,2006-09-18,"GRFSL","06-12-069",1352.61,579.85,546.59,133.27,6.08,147.46,.737,,36.31,,36.31,1.29,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624920010854","140560559010478",2007,12,67,55,2,1,"MIN_1","BD",1,2006-09-18,"GRFSL","06-12-070",223.71,194.99,190.19,14.73,2.52,17.62,1.06,.07,2.86,,2.86,.1,4.28,3.29,25,17,21,288,96,2.83,0,4.8,0,0,.5,0,.5,4.1,2.7,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624921010854","140560559010478",2007,12,67,55,2,1,"MIN_2","BD",1,2006-09-18,"GRFSL","06-12-071",287.38,277.2,274.09,3.67,1.14,4.85,1.52,.01,.48,,.48,.01,4.65,3.84,3,0,3,140,57,1.37,0,1.8,.1,0,.6,0,0,1,1.3,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624913010854","140564407010478",2007,12,75,145,2,1,"FF_TOTAL","SF",1,2006-07-17,"GRFSL","06-12-028",36.96,33.12,30.84,11.59,7.39,19.84,.166,,44.18,,44.18,1.13,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624914010854","140564407010478",2007,12,75,145,2,1,"MIN_1","BD",1,2006-07-17,"GRFSL","06-12-029",206.4,196.82,192.54,4.87,2.22,7.2,1.07,.69,2.36,,2.36,.04,4.21,3.19,16,13,24,189,21,1.47,0,2.9,0,0,1.9,0,.7,5.7,2.3,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624979010854","140564407010478",2007,12,75,145,2,1,"MIN_2","BD",1,2006-07-17,"GRFSL","06-12-030",288.7,283.16,282.32,1.96,.3,2.26,1.57,.03,1.14,,1.14,.02,4.47,3.31,4,1,12,73,11,.6,0,1.5,.1,0,.2,0,0,1.8,.8,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624947010854","140566499010478",2007,12,77,84,2,1,"FF_TOTAL","SF",1,2006-09-25,"GRFSL","06-12-122",75.12,48.65,46.23,54.41,5.24,62.49,.143,,32.02,,32.02,.44,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624986010854","140566499010478",2007,12,77,84,2,1,"MIN_1","BD",1,2006-09-25,"GRFSL","06-12-125",180.37,166.73,164.71,8.18,1.22,9.51,.92,.01,1.07,,1.07,0,4.81,4.29,7,12,7,24,75,1.08,3,6.2,.1,0,.6,0,.3,6.3,2.9,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624950010854","140566499010478",2007,12,77,84,2,1,"MIN_2","BD",1,2006-09-25,"GRFSL","06-12-126",340.66,316.92,315.68,7.49,.39,7.91,1.75,.01,.49,,.49,0,4.9,4.69,3,0,1,4,46,.55,0,1.7,0,0,.1,0,.1,4.5,1.5,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624948010854","140566499010478",2007,12,77,84,3,1,"FF_TOTAL","SF",1,2006-09-25,"GRFSL","06-12-123",13.55,9.56,8.92,41.74,7.19,51.93,.193,,48.35,,48.35,.61,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624949010854","140566499010478",2007,12,77,84,4,1,"FF_TOTAL","SF",1,2006-09-25,"GRFSL","06-12-124",34.89,23.1,21.99,51.04,5.03,58.64,,,34.99,,34.99,.45,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624902010854","140592869010478",2007,12,97,153,4,1,"FF_TOTAL","SF",1,2006-09-21,"GRFSL","06-12-079",16.49,7.04,6.52,134.23,8.06,153.1,,,50.18,,50.18,1.2,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624895010854","140595038010478",2007,12,99,212,2,1,"FF_TOTAL","SF",1,2006-09-28,"GRFSL","06-12-104",929.48,344.23,322.56,170.02,6.72,188.16,.995,,44.48,,44.48,.54,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624896010854","140595038010478",2007,12,99,212,2,1,"MIN_1","BD",1,2006-09-28,"GRFSL","06-12-105",232.42,156.36,154.01,48.64,1.53,50.91,.86,.54,6.16,,6.16,.14,4.14,3.38,58,29,121,566,33,4.51,0,16,.2,0,.5,0,1.5,11.8,1.1,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624897010854","140595038010478",2007,12,99,212,2,1,"MIN_2","BD",1,2006-09-28,"GRFSL","06-12-106",307.84,248.47,247.97,23.89,.2,24.14,1.38,.06,.3,,.3,0,5.02,4.19,15,0,6,29,11,.38,0,5.2,.9,0,.9,0,.2,3.1,.5,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624976010854","140595787010478",2007,12,101,84,2,1,"FF_TOTAL","SF",1,2006-09-14,"GRFSL","06-12-060",875.59,354.46,323.37,147.02,9.62,170.77,.411,,35.81,,35.81,1.93,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624977010854","140595787010478",2007,12,101,84,2,1,"MIN_1","BD",1,2006-09-14,"GRFSL","06-12-063",182.5,156.03,153.54,16.96,1.62,18.86,.85,.18,.67,,.67,.02,6.19,5.92,31,11,41,2887,1,14.92,0,1.1,0,0,0,0,0,47.9,,.2,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624905010854","140595787010478",2007,12,101,84,2,1,"MIN_2","BD",1,2006-09-14,"GRFSL","06-12-064",274.34,245.55,243.85,11.72,.7,12.5,1.35,0,3.84,,3.84,.25,6.12,5.66,5,0,6,583,1,2.99,0,.5,0,0,0,0,0,9.8,,0,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624903010854","140595787010478",2007,12,101,84,3,1,"FF_TOTAL","SF",1,2006-09-14,"GRFSL","06-12-061",344.47,115.12,103.81,199.23,10.9,231.84,.102,,45.54,,45.54,2.07,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624904010854","140595787010478",2007,12,101,84,4,1,"FF_TOTAL","SF",1,2006-09-14,"GRFSL","06-12-062",1290.22,514.03,464.76,151,10.6,177.61,.557,,39.97,,39.97,2.58,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624911010854","140599005010478",2007,12,107,80,3,1,"FF_TOTAL","SF",1,2006-09-20,"GRFSL","06-12-077",68.47,47.53,43.83,44.06,8.44,56.21,.063,,50.13,,50.13,.74,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624912010854","140599005010478",2007,12,107,80,4,1,"FF_TOTAL","SF",1,2006-09-20,"GRFSL","06-12-078",572.53,269.01,247.79,112.83,8.56,131.05,.206,,48.87,,48.87,.91,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624968010854","140537042010478",2007,12,113,112,2,1,"FF_TOTAL","SF",1,2006-06-23,"GRFSL","06-12-010",32.37,27.6,25.71,17.28,7.34,25.89,.185,,50.36,,50.36,.45,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624990010854","140537042010478",2007,12,113,112,2,1,"MIN_1","BD",1,2006-06-23,"GRFSL","06-12-011",291.45,257.99,256.11,12.97,.74,13.8,1.42,.28,2.11,,2.11,.03,4.74,4.31,14,20,14,49,94,1.52,6.3,7.1,0,0,.5,0,.3,8.4,1.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624969010854","140537042010478",2007,12,113,112,2,1,"MIN_2","BD",1,2006-06-23,"GRFSL","06-12-012",347.68,312.45,311.01,11.28,.46,11.79,1.73,.92,.38,,.38,0,4.65,4.31,10,11,6,14,76,1.03,0,11.9,0,0,0,0,.3,14.5,1.5,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624970010854","140536673010478",2007,12,113,121,2,1,"FF_TOTAL","SF",1,2006-06-23,"GRFSL","06-12-007",134.6,87.29,81.09,54.2,7.65,65.99,.583,,32.78,,32.78,.73,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624971010854","140536673010478",2007,12,113,121,2,1,"MIN_1","BD",1,2006-06-23,"GRFSL","06-12-008",261.01,177.67,160.8,46.91,10.49,62.32,.89,.08,6.7,,6.7,.27,4.08,3.78,16,10,12,26,334,4.04,0,13.7,.1,0,.5,0,1.7,22.2,2.6,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624972010854","140536673010478",2007,12,113,121,2,1,"MIN_2","BD",1,2006-06-23,"GRFSL","06-12-009",350.67,294.57,291.33,19.04,1.11,20.37,1.62,.07,1.18,,1.18,.02,4.45,4.05,9,4,4,18,153,1.88,0,4.8,0,0,.5,0,.5,14.7,1.3,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624982010854","140539549010478",2007,12,121,62,2,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-051",32.28,27.02,25.88,19.47,4.4,24.73,.186,,28.31,,28.31,.46,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624933010854","140539549010478",2007,12,121,62,2,1,"MIN_1","BD",1,2006-09-12,"GRFSL","06-12-054",307.41,287.92,285.71,6.77,.77,7.59,1.59,.02,.79,,.79,.02,5.74,5.05,6,10,49,355,16,2.4,2.9,0,.1,0,.2,0,0,1.3,103.3,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624934010854","140539549010478",2007,12,121,62,2,1,"MIN_2","BD",1,2006-09-12,"GRFSL","06-12-055",309.47,291.08,289.68,6.32,.48,6.83,1.61,.47,.96,,.96,.01,5.36,4.65,5,3,31,126,53,1.5,4,.5,0,0,.1,0,0,2.1,113.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624931010854","140539549010478",2007,12,121,62,3,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-052",41.95,36.55,34.95,14.77,4.57,20.02,.251,,34.12,,34.12,.52,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624932010854","140539549010478",2007,12,121,62,4,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-053",33.07,25.28,24.31,30.81,3.99,36.03,.131,,29.32,,29.32,1.12,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624935010854","140540350010478",2007,12,123,122,2,1,"FF_TOTAL","SF",1,2006-10-03,"GRFSL","06-12-112",179.53,104.33,98.58,72.08,5.83,82.11,,,37.47,,37.47,.49,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624937010854","140540350010478",2007,12,123,122,2,1,"MIN_1","BD",1,2006-10-03,"GRFSL","06-12-115",220.95,182.17,178.94,21.29,1.81,23.48,.99,.09,2.85,,2.85,.07,4.15,3.85,13,19,59,534,24,3.52,1.2,1.3,.1,0,2.4,0,.5,4.2,2.1,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624938010854","140540350010478",2007,12,123,122,2,1,"MIN_2","BD",1,2006-10-03,"GRFSL","06-12-116",293.77,281.13,280.3,4.5,.3,4.81,1.56,.04,.37,,.37,0,4.49,3.99,6,1,15,109,7,.77,0,.1,0,0,.7,0,.1,1.9,.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624983010854","140540350010478",2007,12,123,122,3,1,"FF_TOTAL","SF",1,2006-10-03,"GRFSL","06-12-113",610.37,320.06,294.38,90.7,8.72,107.34,.205,,49.13,,49.13,1.57,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624936010854","140540350010478",2007,12,123,122,4,1,"FF_TOTAL","SF",1,2006-10-03,"GRFSL","06-12-114",505.68,273.88,255.76,84.64,7.09,97.72,,,38.63,,38.63,1.44,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624985010854","140543740010478",2007,12,129,66,2,1,"FF_TOTAL","SF",1,2006-09-26,"GRFSL","06-12-117",549.01,272.35,254.35,101.58,7.08,115.85,.61,,42.5,,42.5,.56,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624945010854","140543740010478",2007,12,129,66,2,1,"MIN_1","BD",1,2006-09-26,"GRFSL","06-12-120",265.89,246.69,244.18,7.78,1.03,8.89,1.36,0,.81,,.81,.02,5.62,4.9,7,10,27,314,5,1.9,5.4,3.3,.6,0,.2,0,0,2.5,15,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624946010854","140543740010478",2007,12,129,66,2,1,"MIN_2","BD",1,2006-09-26,"GRFSL","06-12-121",296.03,281.99,280.91,4.98,.39,5.38,1.56,.22,.24,,.24,0,6.24,5.69,3,3,24,301,1,1.73,.8,.8,.1,0,0,0,0,.6,,4.4,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624943010854","140543740010478",2007,12,129,66,3,1,"FF_TOTAL","SF",1,2006-09-26,"GRFSL","06-12-118",1040.11,560.98,532.51,85.41,5.35,95.32,1.149,,32.1,,32.1,.42,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624944010854","140543740010478",2007,12,129,66,4,1,"FF_TOTAL","SF",1,2006-09-26,"GRFSL","06-12-119",765.51,364.91,343.27,109.78,6.3,123.01,.741,,37.49,,37.49,.61,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624958010854","140545450010478",2007,12,131,121,2,1,"FF_TOTAL","SF",1,2006-06-23,"GRFSL","06-12-013",100.48,99.56,93.53,.92,6.44,7.43,.505,,39.73,,39.73,1.08,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624959010854","140545450010478",2007,12,131,121,2,1,"MIN_1","BD",1,2006-06-23,"GRFSL","06-12-014",167.32,130.91,126.88,27.81,3.18,31.87,.7,.03,7.03,,7.03,.18,4,3.46,29,47,44,123,402,5.69,6.4,40.9,0,0,1.3,0,1.5,22.9,1.6,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624960010854","140545450010478",2007,12,131,121,2,1,"MIN_2","BD",1,2006-06-23,"GRFSL","06-12-015",263.02,249.67,248.41,5.35,.51,5.88,1.38,3.25,.46,,.46,.02,4.78,4.32,9,11,12,26,63,1,12.2,.8,0,0,1.2,0,.3,9.2,1.5,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
