OID,PLT_CN,LAT,LON,TIME_INT,MAT_30s,aridity
-1,156176063011000.000000000000000,29.750000000000000,-82.640000000000001,18,20.4874992,8365
-1,156176123011000.000000000000000,29.500000000000000,-82.469999999999999,25,20.5291996,8313
-1,156176132011000.000000000000000,29.750000000000000,-82.280000000000001,18,20.1667004,8081
-1,156176179011000.000000000000000,29.500000000000000,-82.329999999999998,25,20.5000000,8139
-1,156176184011000.000000000000000,29.609999999999999,-82.140000000000001,25,20.3750000,7990
-1,156162473011000.000000000000000,29.670000000000002,-82.170000000000002,25,20.3250008,8035
-1,156176205011000.000000000000000,29.579999999999998,-82.109999999999999,18,20.3833008,7958
-1,156176291011000.000000000000000,30.559999999999999,-82.439999999999998,25,19.7166996,8339
-1,156176302011000.000000000000000,30.170000000000002,-82.439999999999998,25,19.9167004,8369
-1,156176317011000.000000000000000,30.190000000000001,-82.359999999999999,25,19.9083004,8359
-1,156176318011000.000000000000000,30.190000000000001,-82.390000000000001,25,19.8875008,8403
-1,156176321011000.000000000000000,30.309999999999999,-82.359999999999999,25,19.7957993,8462
-1,156176333011000.000000000000000,30.559999999999999,-82.310000000000002,25,19.7791996,8313
-1,156176334011000.000000000000000,30.530000000000001,-82.329999999999998,25,19.7749996,8328
-1,156176338011000.000000000000000,30.359999999999999,-82.329999999999998,18,19.8458004,8464
-1,156176344011000.000000000000000,30.170000000000002,-82.310000000000002,18,19.9167004,8358
-1,156176347011000.000000000000000,30.309999999999999,-82.310000000000002,25,19.7917004,8489
-1,156176348011000.000000000000000,30.280000000000001,-82.310000000000002,25,19.7999992,8469
-1,156176351011000.000000000000000,30.390000000000001,-82.310000000000002,25,19.8458004,8451
-1,156176354011000.000000000000000,30.500000000000000,-82.250000000000000,25,19.7917004,8379
-1,156176358011000.000000000000000,30.140000000000001,-82.219999999999999,25,19.9125004,8347
-1,156162654011000.000000000000000,30.420000000000002,-82.219999999999999,25,19.8666992,8387
-1,156176382011000.000000000000000,30.190000000000001,-82.109999999999999,25,19.9708004,8350
-1,156176661011000.000000000000000,29.890000000000001,-82.109999999999999,25,20.1791992,8138
-1,156177529011000.000000000000000,30.140000000000001,-82.060000000000002,25,20.0125008,8338
-1,156176677011000.000000000000000,30.079999999999998,-82.060000000000002,25,20.1000004,8230
-1,156176678011000.000000000000000,30.059999999999999,-82.060000000000002,25,20.1250000,8215
-1,156176680011000.000000000000000,29.969999999999999,-82.079999999999998,25,20.1749992,8182
-1,156176683011000.000000000000000,29.920000000000002,-82.060000000000002,25,20.2667007,8109
-1,156176686011000.000000000000000,29.809999999999999,-82.079999999999998,25,20.2625008,8007
-1,156177530011000.000000000000000,30.109999999999999,-82.030000000000001,18,20.0832996,8221
-1,156177554011000.000000000000000,30.059999999999999,-82.000000000000000,26,20.1417007,8165
-1,156177580011000.000000000000000,29.829999999999998,-81.829999999999998,26,20.2500000,7979
-1,156177583011000.000000000000000,29.890000000000001,-81.859999999999999,18,20.2707996,8001
-1,156177602011000.000000000000000,30.059999999999999,-81.810000000000002,26,20.4375000,8025
-1,156177605011000.000000000000000,30.170000000000002,-81.829999999999998,26,20.4083004,8116
-1,156177631011000.000000000000000,29.890000000000001,-81.640000000000001,18,20.5291996,7725
-1,156178218011000.000000000000000,30.059999999999999,-82.579999999999998,18,20.1707993,8327
-1,156178245011000.000000000000000,30.579999999999998,-82.609999999999999,25,19.5874996,8359
-1,156178252011000.000000000000000,30.440000000000001,-82.560000000000002,25,19.7416992,8368
-1,156178257011000.000000000000000,30.359999999999999,-82.530000000000001,18,19.7875004,8361
-1,156178258011000.000000000000000,30.309999999999999,-82.560000000000002,18,19.8083000,8447
-1,156178273011000.000000000000000,30.140000000000001,-82.469999999999999,25,19.9750004,8346
-1,156178275011000.000000000000000,30.190000000000001,-82.469999999999999,25,19.8917007,8390
-1,156178279011000.000000000000000,30.280000000000001,-82.469999999999999,25,19.8250008,8461
-1,156178534011000.000000000000000,29.579999999999998,-83.390000000000001,25,20.4041996,8947
-1,156178541011000.000000000000000,29.579999999999998,-83.329999999999998,18,20.2791996,8983
-1,156178555011000.000000000000000,29.579999999999998,-83.250000000000000,25,20.2374992,9055
-1,156178602011000.000000000000000,29.640000000000001,-83.280000000000001,25,20.1958008,9002
-1,156178582011000.000000000000000,29.719999999999999,-83.079999999999998,25,20.1082993,8925
-1,156178618011000.000000000000000,29.609999999999999,-83.060000000000002,25,20.3458004,8899
-1,156178624011000.000000000000000,29.469999999999999,-83.060000000000002,25,20.3999996,8998
-1,156178627011000.000000000000000,29.420000000000002,-83.060000000000002,25,20.4582996,8966
-1,156178631011000.000000000000000,29.530000000000001,-83.000000000000000,25,20.3999996,8974
-1,156178712011000.000000000000000,30.280000000000001,-81.920000000000002,25,20.1667004,8291
-1,156178728011000.000000000000000,30.420000000000002,-81.829999999999998,25,20.1375008,8201
-1,156179104011000.000000000000000,29.579999999999998,-81.420000000000002,26,20.7332993,7719
-1,156179119011000.000000000000000,29.500000000000000,-81.359999999999999,26,20.8792000,7679
-1,156179122011000.000000000000000,29.500000000000000,-81.250000000000000,26,20.9792004,7606
-1,156179135011000.000000000000000,29.579999999999998,-81.310000000000002,26,20.8167000,7667
-1,156179138011000.000000000000000,29.500000000000000,-81.280000000000001,26,20.8542004,7689
-1,156179140011000.000000000000000,29.440000000000001,-81.250000000000000,26,20.9542007,7651
-1,156166010011000.000000000000000,29.530000000000001,-81.250000000000000,26,20.9916992,7582
-1,156179148011000.000000000000000,29.579999999999998,-81.219999999999999,26,21.2124996,7427
-1,156179154011000.000000000000000,29.329999999999998,-81.250000000000000,26,20.9542007,7724
-1,156179155011000.000000000000000,29.309999999999999,-81.250000000000000,26,20.9750004,7714
-1,156179158011000.000000000000000,29.390000000000001,-81.189999999999998,26,21.0000000,7643
-1,156179483011000.000000000000000,29.750000000000000,-82.890000000000001,18,20.3750000,8675
-1,156179484011000.000000000000000,29.780000000000001,-82.920000000000002,18,20.3542004,8725
-1,156166361011000.000000000000000,29.609999999999999,-82.750000000000000,25,20.5249996,8658
-1,156179506011000.000000000000000,29.670000000000002,-82.750000000000000,25,20.2833004,8766
-1,156179527011000.000000000000000,29.609999999999999,-82.689999999999998,18,20.4750004,8620
-1,156179921011000.000000000000000,30.500000000000000,-82.719999999999999,18,19.7707996,8391
-1,156181744011000.000000000000000,30.059999999999999,-83.280000000000001,25,19.8708000,8897
-1,156181748011000.000000000000000,29.969999999999999,-83.329999999999998,25,19.9624996,8965
-1,156181749011000.000000000000000,29.890000000000001,-83.109999999999999,25,20.0916996,8750
-1,156181754011000.000000000000000,30.170000000000002,-83.250000000000000,18,20.1208000,8489
-1,156182556011000.000000000000000,29.219999999999999,-83.030000000000001,25,20.7332993,8722
-1,156182571011000.000000000000000,29.250000000000000,-82.969999999999999,25,20.6541996,8796
-1,156182597011000.000000000000000,29.420000000000002,-82.859999999999999,25,20.7416992,8895
-1,156182602011000.000000000000000,29.579999999999998,-82.829999999999998,18,20.5874996,8762
-1,156182624011000.000000000000000,29.500000000000000,-82.750000000000000,25,20.6583004,8742
-1,156182631011000.000000000000000,29.329999999999998,-82.750000000000000,25,20.6707993,8792
-1,156169519011000.000000000000000,29.359999999999999,-82.689999999999998,25,20.6292000,8752
-1,156169545011000.000000000000000,29.190000000000001,-82.640000000000001,25,20.7875004,8468
-1,156182720011000.000000000000000,29.309999999999999,-82.500000000000000,18,20.8917007,8234
-1,156169921011000.000000000000000,30.559999999999999,-83.579999999999998,25,19.4624996,8521
-1,156183074011000.000000000000000,30.250000000000000,-83.469999999999999,18,19.7042007,8814
-1,156183075011000.000000000000000,30.250000000000000,-83.420000000000002,25,19.7208004,8767
-1,156183108011000.000000000000000,30.500000000000000,-83.560000000000002,25,19.5874996,8539
-1,156183110011000.000000000000000,30.530000000000001,-83.390000000000001,25,19.7292004,8304
-1,156183532011000.000000000000000,29.329999999999998,-82.000000000000000,25,20.6583004,7817
-1,156183951011000.000000000000000,30.690000000000001,-81.579999999999998,25,19.9832993,8160
-1,156183953011000.000000000000000,30.420000000000002,-81.969999999999999,25,20.0083008,8309
-1,156183963011000.000000000000000,30.670000000000002,-81.939999999999998,18,19.8917007,8251
-1,156183979011000.000000000000000,30.469999999999999,-81.859999999999999,25,20.0708008,8274
-1,156171197011000.000000000000000,30.469999999999999,-82.000000000000000,25,19.9417000,8312
-1,156186003011000.000000000000000,29.530000000000001,-81.920000000000002,18,20.6000004,7847
-1,156186005011000.000000000000000,29.559999999999999,-81.829999999999998,26,20.6375008,7797
-1,156186023011000.000000000000000,29.719999999999999,-81.780000000000001,26,20.4291992,7815
-1,156186029011000.000000000000000,29.559999999999999,-81.780000000000001,18,20.6457996,7830
-1,156186050011000.000000000000000,29.530000000000001,-81.719999999999999,26,20.7042007,7810
-1,156186060011000.000000000000000,29.829999999999998,-81.640000000000001,26,20.5207996,7755
-1,156186093011000.000000000000000,29.530000000000001,-81.579999999999998,26,20.7292004,7749
-1,156186171011000.000000000000000,30.059999999999999,-81.670000000000002,18,20.7082996,7683
-1,156186188011000.000000000000000,29.640000000000001,-81.500000000000000,26,20.7416992,7630
-1,156186234011000.000000000000000,29.920000000000002,-81.390000000000001,26,20.6875000,7503
-1,156187175011000.000000000000000,30.420000000000002,-83.079999999999998,18,19.8125000,8375
-1,156187202011000.000000000000000,30.250000000000000,-83.030000000000001,25,20.1000004,8452
-1,156187207011000.000000000000000,30.420000000000002,-83.030000000000001,25,19.8875008,8345
-1,156187259011000.000000000000000,30.109999999999999,-82.829999999999998,18,20.2583008,8385
-1,156187369011000.000000000000000,30.079999999999998,-83.719999999999999,25,19.9708004,8987
-1,156187370011000.000000000000000,30.109999999999999,-83.719999999999999,25,19.8792000,9057
-1,156187413011000.000000000000000,29.920000000000002,-83.579999999999998,25,20.1333008,8947
-1,156187479011000.000000000000000,30.079999999999998,-83.390000000000001,25,19.8999996,8900
-1,156187484011000.000000000000000,29.940000000000001,-83.390000000000001,25,19.9666996,8971
-1,156187495011000.000000000000000,29.690000000000001,-83.390000000000001,25,20.2458000,8930
-1,156187496011000.000000000000000,29.780000000000001,-83.329999999999998,25,20.1917000,8950
-1,156175133011000.000000000000000,29.969999999999999,-82.560000000000002,25,20.3083000,8249
-1,156187579011000.000000000000000,29.969999999999999,-82.469999999999999,25,20.1958008,8254
-1,156187600011000.000000000000000,30.000000000000000,-82.329999999999998,25,20.2332993,8209
-1,156187602011000.000000000000000,30.079999999999998,-82.329999999999998,25,19.9792004,8353
-1,156187603011000.000000000000000,30.059999999999999,-82.359999999999999,25,20.0333004,8368
-1,156187609011000.000000000000000,30.140000000000001,-82.189999999999998,25,19.9458008,8365
-1,156187616011000.000000000000000,30.109999999999999,-82.280000000000001,25,19.9666996,8347
-1,156187692011000.000000000000000,29.219999999999999,-81.280000000000001,26,20.9750004,7847
-1,156187695011000.000000000000000,29.170000000000002,-81.280000000000001,26,20.9832993,7895
-1,156175251011000.000000000000000,29.109999999999999,-81.280000000000001,26,21.1707993,7857
-1,156187728011000.000000000000000,29.170000000000002,-81.219999999999999,26,21.0125008,7821
-1,156175324011000.000000000000000,29.000000000000000,-81.060000000000002,26,21.3083000,7558
-1,156187775011000.000000000000000,29.109999999999999,-81.060000000000002,26,21.3083000,7481
-1,156187778011000.000000000000000,29.170000000000002,-81.060000000000002,26,21.4958000,7346
-1,156187795011000.000000000000000,29.000000000000000,-81.030000000000001,26,21.3125000,7577
-1,156187803011000.000000000000000,28.829999999999998,-81.030000000000001,26,21.4958000,7547
-1,156187805011000.000000000000000,28.809999999999999,-81.000000000000000,26,21.5000000,7561
-1,156187806011000.000000000000000,28.780000000000001,-81.000000000000000,26,21.6166992,7572
-1,156187809011000.000000000000000,28.719999999999999,-81.000000000000000,26,21.7292004,7523
-1,156176441011000.000000000000000,30.359999999999999,-85.939999999999998,25,19.3250008,10007
-1,156176449011000.000000000000000,30.250000000000000,-85.859999999999999,18,19.4792004,9937
-1,156176450011000.000000000000000,30.250000000000000,-85.890000000000001,18,19.4542007,9916
-1,156176456011000.000000000000000,30.329999999999998,-85.829999999999998,25,19.3750000,9909
-1,156176464011000.000000000000000,30.309999999999999,-85.810000000000002,25,19.4417000,9883
-1,156176474011000.000000000000000,30.390000000000001,-85.780000000000001,25,19.2791996,9899
-1,156176493011000.000000000000000,30.109999999999999,-85.670000000000002,25,19.9333000,9931
-1,156176505011000.000000000000000,30.219999999999999,-85.670000000000002,25,19.8957996,9809
-1,156176513011000.000000000000000,30.390000000000001,-85.579999999999998,25,19.3624992,9808
-1,156176516011000.000000000000000,30.329999999999998,-85.579999999999998,25,19.4708004,9742
-1,156125478011000.000000000000000,30.190000000000001,-85.579999999999998,11,19.8999996,9893
-1,156176531011000.000000000000000,30.059999999999999,-85.530000000000001,25,20.0958004,-9999
-1,156176549011000.000000000000000,30.190000000000001,-85.500000000000000,25,19.5625000,9971
-1,156176580011000.000000000000000,30.250000000000000,-85.439999999999998,25,19.4249992,9968
-1,156125538011000.000000000000000,30.140000000000001,-85.420000000000002,11,19.6541996,10004
-1,156125542011000.000000000000000,30.079999999999998,-85.439999999999998,11,19.8125000,10021
-1,156176594011000.000000000000000,30.190000000000001,-85.390000000000001,25,19.5207996,10006
-1,156177062011000.000000000000000,30.329999999999998,-85.359999999999999,26,19.2875004,9831
-1,156177068011000.000000000000000,30.219999999999999,-85.359999999999999,26,19.4249992,10040
-1,156177073011000.000000000000000,30.280000000000001,-85.329999999999998,26,19.3542004,9958
-1,156177058011000.000000000000000,30.420000000000002,-85.359999999999999,26,19.2875004,9775
-1,156163683011000.000000000000000,30.500000000000000,-85.109999999999999,26,19.3083000,9221
-1,156163684011000.000000000000000,30.500000000000000,-85.079999999999998,26,19.3292007,9197
-1,156177133011000.000000000000000,30.440000000000001,-85.109999999999999,26,19.3624992,9274
-1,156179216011000.000000000000000,29.750000000000000,-85.170000000000002,25,20.2416992,9404
-1,156179243011000.000000000000000,29.920000000000002,-84.939999999999998,25,19.9375000,9498
-1,156179246011000.000000000000000,29.859999999999999,-84.939999999999998,17,20.0499992,9348
-1,156179267011000.000000000000000,30.000000000000000,-84.890000000000001,25,19.8542004,9566
-1,156179282011000.000000000000000,29.859999999999999,-84.719999999999999,25,20.0333004,9355
-1,156179283011000.000000000000000,29.859999999999999,-84.750000000000000,25,20.0125008,9340
-1,156179291011000.000000000000000,30.000000000000000,-84.670000000000002,25,19.9083004,9423
-1,156179305011000.000000000000000,29.940000000000001,-84.609999999999999,25,20.0291996,9375
-1,156179310011000.000000000000000,29.969999999999999,-84.560000000000002,25,19.9207993,9482
-1,156128069011000.000000000000000,30.640000000000001,-84.329999999999998,11,19.2749996,9219
-1,156179762011000.000000000000000,29.890000000000001,-85.310000000000002,26,20.0457993,9800
-1,156179767011000.000000000000000,29.969999999999999,-85.329999999999998,26,19.9125004,9939
-1,156179777011000.000000000000000,30.140000000000001,-85.310000000000002,26,19.6375008,10121
-1,156179779011000.000000000000000,30.000000000000000,-85.189999999999998,26,19.8208008,10040
-1,156166653011000.000000000000000,30.109999999999999,-85.250000000000000,26,19.6833000,10247
-1,156179790011000.000000000000000,30.000000000000000,-85.219999999999999,26,19.7875004,10112
-1,156128366011000.000000000000000,29.969999999999999,-85.250000000000000,11,19.8125000,9993
-1,156179793011000.000000000000000,29.940000000000001,-85.250000000000000,26,19.8792000,9921
-1,156179797011000.000000000000000,29.859999999999999,-85.219999999999999,26,20.0457993,9708
-1,156179800011000.000000000000000,29.809999999999999,-85.250000000000000,26,20.1541996,9637
-1,156179804011000.000000000000000,29.719999999999999,-85.219999999999999,26,20.2500000,9379
-1,156179809011000.000000000000000,29.780000000000001,-85.189999999999998,26,20.1917000,9562
-1,156179815011000.000000000000000,29.920000000000002,-85.170000000000002,26,19.9375000,9789
-1,156179816011000.000000000000000,29.920000000000002,-85.189999999999998,26,19.9125004,9833
-1,156166686011000.000000000000000,29.940000000000001,-85.189999999999998,26,19.9167004,9850
-1,156179818011000.000000000000000,29.940000000000001,-85.170000000000002,18,19.9207993,9828
-1,156128411011000.000000000000000,29.920000000000002,-85.109999999999999,11,19.9542007,9746
-1,156168049011000.000000000000000,30.940000000000001,-85.640000000000001,25,18.8666992,8835
-1,156181390011000.000000000000000,30.640000000000001,-85.439999999999998,25,19.0125008,9554
-1,156181631011000.000000000000000,30.329999999999998,-83.920000000000002,25,19.6292000,9081
-1,156181672011000.000000000000000,30.670000000000002,-83.859999999999999,25,19.2292004,8669
-1,156182467011000.000000000000000,30.309999999999999,-84.219999999999999,18,19.5958004,9542
-1,156182851011000.000000000000000,30.140000000000001,-84.969999999999999,25,19.7082996,9720
-1,156182853011000.000000000000000,30.109999999999999,-84.969999999999999,25,19.7500000,9722
-1,156182869011000.000000000000000,30.190000000000001,-84.920000000000002,25,19.6000004,9679
-1,156182872011000.000000000000000,30.059999999999999,-84.920000000000002,25,19.8083000,9636
-1,156131233011000.000000000000000,30.109999999999999,-84.859999999999999,11,19.6791992,9664
-1,156174050011000.000000000000000,30.750000000000000,-87.280000000000001,25,19.3083000,10331
-1,156186676011000.000000000000000,30.750000000000000,-87.140000000000001,25,19.1082993,10394
-1,156186699011000.000000000000000,30.780000000000001,-86.810000000000002,25,18.9458008,10204
-1,156175541011000.000000000000000,30.190000000000001,-84.439999999999998,25,19.6250000,9634
-1,156188006011000.000000000000000,30.109999999999999,-84.329999999999998,18,19.7917004,9561
-1,156135863011000.000000000000000,30.390000000000001,-86.329999999999998,11,-9999.0000000,-9999
-1,156188162011000.000000000000000,30.420000000000002,-86.250000000000000,25,19.6042004,10077
-1,156188198011000.000000000000000,30.969999999999999,-86.189999999999998,18,18.6250000,9671
-1,156135997011000.000000000000000,30.469999999999999,-86.109999999999999,11,19.3582993,10093
-1,156136004011000.000000000000000,30.309999999999999,-86.109999999999999,11,19.6042004,10109
-1,156188244011000.000000000000000,30.440000000000001,-86.060000000000002,25,19.3582993,10027
-1,156188282011000.000000000000000,30.440000000000001,-85.969999999999999,25,19.3332996,10044
-1,156188283011000.000000000000000,30.420000000000002,-86.000000000000000,25,19.3542004,10040
-1,156176711011000.000000000000000,28.780000000000001,-80.920000000000002,25,21.5874996,7581
-1,156176712011000.000000000000000,28.750000000000000,-80.939999999999998,25,21.6583004,7543
-1,156176926011000.000000000000000,28.500000000000000,-80.670000000000002,25,21.9874992,7229
-1,156176959011000.000000000000000,28.059999999999999,-80.689999999999998,17,22.5207996,6724
-1,156176960011000.000000000000000,28.059999999999999,-80.670000000000002,17,22.6250000,6677
-1,156176985011000.000000000000000,28.690000000000001,-80.859999999999999,17,21.8332996,7598
-1,156126228011000.000000000000000,28.969999999999999,-82.719999999999999,11,21.2000008,8207
-1,156180793011000.000000000000000,27.609999999999999,-81.219999999999999,25,22.4542007,6885
-1,156181231011000.000000000000000,27.690000000000001,-80.829999999999998,25,22.3708000,7056
-1,156181232011000.000000000000000,27.670000000000002,-80.810000000000002,25,22.3833008,7099
-1,156181333011000.000000000000000,27.579999999999998,-80.359999999999999,25,-9999.0000000,-9999
-1,156182103011000.000000000000000,29.140000000000001,-81.560000000000002,26,20.9500008,7885
-1,156184440011000.000000000000000,27.559999999999999,-80.859999999999999,25,22.4417000,7047
-1,156184463011000.000000000000000,27.530000000000001,-80.829999999999998,25,22.4291992,7014
-1,156184627011000.000000000000000,28.690000000000001,-81.469999999999999,26,21.8083000,7189
-1,156184756011000.000000000000000,28.469999999999999,-80.969999999999999,18,21.8999996,7347
-1,156184926011000.000000000000000,28.190000000000001,-81.219999999999999,17,22.3458004,6904
-1,156185094011000.000000000000000,27.750000000000000,-80.939999999999998,25,22.3542004,6984
-1,156185238011000.000000000000000,28.280000000000001,-82.530000000000001,17,21.8416996,7606
-1,156185363011000.000000000000000,28.420000000000002,-82.109999999999999,25,21.7542000,7458
-1,156185367011000.000000000000000,28.440000000000001,-82.079999999999998,25,21.6791992,7487
-1,156185935011000.000000000000000,27.780000000000001,-81.359999999999999,25,22.3708000,6957
-1,156173889011000.000000000000000,27.530000000000001,-80.670000000000002,25,22.6292000,7148
-1,156173902011000.000000000000000,27.359999999999999,-80.390000000000001,25,23.0375004,7552
-1,156186350011000.000000000000000,27.219999999999999,-80.670000000000002,25,22.7707996,6922
-1,156186403011000.000000000000000,27.250000000000000,-80.469999999999999,25,22.9624996,7408
-1,156186405011000.000000000000000,27.280000000000001,-80.469999999999999,25,22.9375000,7414
-1,156186436011000.000000000000000,27.329999999999998,-80.390000000000001,17,23.1417007,7474
-1,156186464011000.000000000000000,27.329999999999998,-80.329999999999998,17,23.2583008,7451
-1,156174450011000.000000000000000,27.190000000000001,-82.219999999999999,25,22.6166992,7410
-1,156186912011000.000000000000000,27.140000000000001,-82.079999999999998,25,22.6707993,7196
-1,156186915011000.000000000000000,27.079999999999998,-82.079999999999998,17,22.7707996,7120
-1,156187118011000.000000000000000,28.530000000000001,-82.030000000000001,26,21.6333008,7420
-1,156187124011000.000000000000000,28.420000000000002,-82.000000000000000,18,21.6000004,7505
-1,156187127011000.000000000000000,28.390000000000001,-82.030000000000001,26,21.6417007,7519
-1,156174695011000.000000000000000,28.500000000000000,-81.969999999999999,26,21.5499992,7467
-1,156177201011000.000000000000000,26.969999999999999,-82.219999999999999,17,22.9333000,7019
-1,156177306011000.000000000000000,26.920000000000002,-81.719999999999999,24,22.7957993,7179
-1,156177324011000.000000000000000,26.859999999999999,-81.689999999999998,24,22.8292007,7208
-1,156177706011000.000000000000000,26.170000000000002,-81.719999999999999,17,23.8708000,6933
-1,156177870011000.000000000000000,26.390000000000001,-81.439999999999998,17,23.2374992,7307
-1,156177946011000.000000000000000,26.440000000000001,-81.359999999999999,17,23.1457996,7271
-1,156166438011000.000000000000000,26.780000000000001,-81.560000000000002,25,22.9542007,7247
-1,156179574011000.000000000000000,26.859999999999999,-81.500000000000000,25,22.7707996,7144
-1,156179594011000.000000000000000,27.000000000000000,-81.439999999999998,25,22.5667000,7066
-1,156166499011000.000000000000000,26.829999999999998,-81.310000000000002,25,22.7957993,7009
-1,156179641011000.000000000000000,26.829999999999998,-81.280000000000001,25,22.8167000,6956
-1,156167093011000.000000000000000,26.609999999999999,-81.329999999999998,24,23.0750008,7172
-1,156180239011000.000000000000000,26.559999999999999,-81.280000000000001,24,23.0583000,7185
-1,156180261011000.000000000000000,26.640000000000001,-81.219999999999999,24,23.0667000,7108
-1,156180292011000.000000000000000,26.690000000000001,-81.140000000000001,17,23.0125008,6960
-1,156180362011000.000000000000000,26.579999999999998,-81.000000000000000,17,23.1292000,7059
-1,156180363011000.000000000000000,26.559999999999999,-81.030000000000001,17,23.1875000,7059
-1,156182277011000.000000000000000,26.329999999999998,-81.780000000000001,24,23.6250000,7129
-1,156182278011000.000000000000000,26.390000000000001,-81.810000000000002,17,23.5541992,7183
-1,156182295011000.000000000000000,26.640000000000001,-81.780000000000001,17,23.3083000,7364
-1,156170675011000.000000000000000,27.140000000000001,-80.609999999999999,24,22.9125004,7037
-1,156183829011000.000000000000000,27.079999999999998,-80.579999999999998,24,23.0167007,7150
-1,156183856011000.000000000000000,26.969999999999999,-80.359999999999999,17,23.1667004,7694
-1,156183870011000.000000000000000,27.170000000000002,-80.329999999999998,17,23.1875000,7573
-1,156176178011000.000000000000000,29.530000000000001,-82.250000000000000,15,20.4832993,8073
-1,156176182011000.000000000000000,29.719999999999999,-82.189999999999998,15,20.3250008,8025
-1,156176206011000.000000000000000,29.559999999999999,-82.140000000000001,15,20.4333000,7929
-1,156176339011000.000000000000000,30.359999999999999,-82.310000000000002,15,19.8208008,8487
-1,156162640011000.000000000000000,30.530000000000001,-82.250000000000000,15,19.7707996,8396
-1,156176362011000.000000000000000,30.170000000000002,-82.329999999999998,15,19.9417000,8327
-1,156176373011000.000000000000000,30.140000000000001,-82.170000000000002,15,19.9708004,8379
-1,156176374011000.000000000000000,30.190000000000001,-82.170000000000002,15,19.9417000,8397
-1,156176381011000.000000000000000,30.219999999999999,-82.109999999999999,15,19.9792004,8409
-1,156176399011000.000000000000000,30.246236000000000,-82.227576999999997,15,19.9417000,8385
-1,156176400011000.000000000000000,30.280379000000000,-82.050594000000004,15,20.0167007,8369
-1,156176662011000.000000000000000,29.859999999999999,-82.109999999999999,15,20.2082996,8138
-1,156177533011000.000000000000000,30.000000000000000,-82.030000000000001,16,20.1749992,8266
-1,156177562011000.000000000000000,30.190000000000001,-81.890000000000001,16,20.2542000,8135
-1,156177571011000.000000000000000,29.969999999999999,-81.920000000000002,16,20.2124996,8097
-1,156177613011000.000000000000000,29.829999999999998,-81.780000000000001,16,20.3292007,7895
-1,156177644011000.000000000000000,29.916751000000001,-81.824776000000000,16,20.3041992,7945
-1,156177649011000.000000000000000,29.862660999999999,-81.693377999999996,16,20.4207993,7861
-1,156178188011000.000000000000000,30.024467000000001,-82.671695000000000,15,20.2791996,8324
-1,156178240011000.000000000000000,30.079999999999998,-82.689999999999998,15,20.2917004,8315
-1,156178268011000.000000000000000,30.109999999999999,-82.530000000000001,15,19.9792004,8403
-1,156178295011000.000000000000000,30.522933999999999,-82.694618000000006,15,19.7082996,8337
-1,156178305011000.000000000000000,30.494375000000002,-82.586184000000003,15,19.6707993,8402
