OID,PLT_CN,LAT,LON,TIME_INT,MAT_30s,aridity
-1,156178550011000.000000000000000,29.500000000000000,-83.280000000000001,15,20.3792000,8956
-1,156178572011000.000000000000000,29.719999999999999,-83.329999999999998,15,20.2042007,8905
-1,156178573011000.000000000000000,29.829999999999998,-83.189999999999998,15,20.0916996,8886
-1,156178579011000.000000000000000,29.670000000000002,-83.189999999999998,15,20.0457993,9017
-1,156178589011000.000000000000000,29.359999999999999,-83.109999999999999,15,20.5667000,8895
-1,156178598011000.000000000000000,29.579999999999998,-83.140000000000001,15,20.2000008,8994
-1,156178605011000.000000000000000,29.719999999999999,-83.109999999999999,15,20.0750008,8889
-1,156178623011000.000000000000000,29.500000000000000,-83.030000000000001,15,20.3374996,8981
-1,156178661011000.000000000000000,29.387473000000000,-83.087337000000005,15,20.5042000,8960
-1,156178662011000.000000000000000,29.473191000000000,-83.054533000000006,15,20.3999996,9002
-1,156178705011000.000000000000000,30.190000000000001,-82.000000000000000,15,20.1791992,8209
-1,156178718011000.000000000000000,30.190000000000001,-81.829999999999998,15,20.4207993,8130
-1,156178810011000.000000000000000,30.309999999999999,-81.500000000000000,15,20.8041992,7646
-1,156178811011000.000000000000000,30.280000000000001,-81.530000000000001,15,20.8833008,7632
-1,156178846011000.000000000000000,30.552195000000001,-81.687196000000000,15,20.0916996,8236
-1,156179098011000.000000000000000,29.500000000000000,-81.439999999999998,16,20.8208008,7748
-1,156179099011000.000000000000000,29.469999999999999,-81.420000000000002,16,20.9083004,7748
-1,156179124011000.000000000000000,29.280000000000001,-81.310000000000002,16,21.0000000,7771
-1,156179139011000.000000000000000,29.440000000000001,-81.280000000000001,16,20.9167004,7717
-1,156179149011000.000000000000000,29.559999999999999,-81.250000000000000,16,21.0457993,7516
-1,156179151011000.000000000000000,29.390000000000001,-81.219999999999999,16,20.9750004,7651
-1,156179161011000.000000000000000,29.359999999999999,-81.170000000000002,16,21.0499992,7587
-1,156179164011000.000000000000000,29.440000000000001,-81.189999999999998,16,20.9874992,7610
-1,156179537011000.000000000000000,29.635525999999999,-82.754287000000005,15,20.4207993,8739
-1,156179540011000.000000000000000,29.581351000000002,-82.698468000000005,15,20.5375004,8650
-1,156179908011000.000000000000000,30.609999999999999,-83.000000000000000,15,19.5125008,8281
-1,156179924011000.000000000000000,30.609999999999999,-82.920000000000002,15,19.4666996,8299
-1,156179936011000.000000000000000,30.559999999999999,-83.170000000000002,15,19.6208000,8205
-1,156179950011000.000000000000000,30.579999999999998,-82.780000000000001,15,19.5832996,8337
-1,156179952011000.000000000000000,30.500000000000000,-82.750000000000000,15,19.7166996,8377
-1,156179953011000.000000000000000,30.469999999999999,-82.750000000000000,15,19.8458004,8355
-1,156179973011000.000000000000000,30.418161999999999,-82.780533000000005,15,19.9792004,8347
-1,156181800011000.000000000000000,29.940000000000001,-83.030000000000001,15,20.1457996,8685
-1,156181819011000.000000000000000,29.859999999999999,-82.920000000000002,15,20.3041992,8656
-1,156182568011000.000000000000000,29.329999999999998,-82.969999999999999,15,20.5207996,8961
-1,156182622011000.000000000000000,29.469999999999999,-82.810000000000002,15,20.6749992,8889
-1,156182665011000.000000000000000,29.329999999999998,-82.670000000000002,15,20.6499996,8687
-1,156182683011000.000000000000000,29.059999999999999,-82.609999999999999,15,20.9958000,8194
-1,156182684011000.000000000000000,29.079999999999998,-82.609999999999999,15,20.9458008,8250
-1,156182759011000.000000000000000,29.283435000000001,-82.886607999999995,15,20.6333008,8863
-1,156183151011000.000000000000000,30.308775000000001,-83.365949000000001,15,19.7332993,8604
-1,156183968011000.000000000000000,30.579999999999998,-81.920000000000002,15,19.9832993,8240
-1,156183969011000.000000000000000,30.530000000000001,-81.920000000000002,15,19.9750004,8255
-1,156183978011000.000000000000000,30.500000000000000,-81.829999999999998,15,20.1250000,8186
-1,156186021011000.000000000000000,29.780000000000001,-81.780000000000001,16,20.4083004,7901
-1,156173589011000.000000000000000,29.500000000000000,-81.750000000000000,16,20.6625004,7780
-1,156186042011000.000000000000000,29.609999999999999,-82.030000000000001,16,20.4458008,7944
-1,156186115011000.000000000000000,29.580423000000000,-81.827184000000003,16,20.6042004,7779
-1,156186202011000.000000000000000,30.030000000000001,-81.530000000000001,16,20.5708008,7719
-1,156186266011000.000000000000000,29.690000000000001,-81.280000000000001,16,20.8250008,7507
-1,156186296011000.000000000000000,29.660799999999998,-81.281327000000005,16,20.8332996,7534
-1,156187334011000.000000000000000,30.219999999999999,-83.920000000000002,15,19.6749992,9142
-1,156187341011000.000000000000000,30.140000000000001,-83.829999999999998,15,19.8292007,9074
-1,156187353011000.000000000000000,30.140000000000001,-83.810000000000002,15,19.8208008,9089
-1,156187400011000.000000000000000,30.309999999999999,-83.579999999999998,15,19.6707993,8801
-1,156187492011000.000000000000000,29.750000000000000,-83.390000000000001,15,20.1541996,8935
-1,156187408011000.000000000000000,30.059999999999999,-83.609999999999999,15,20.0916996,8930
-1,156187428011000.000000000000000,30.079999999999998,-83.530000000000001,15,20.1250000,8866
-1,156187449011000.000000000000000,30.190000000000001,-83.719999999999999,15,19.7583008,9008
-1,156187450011000.000000000000000,30.140000000000001,-83.469999999999999,15,19.8750000,8910
-1,156187453011000.000000000000000,30.059999999999999,-83.469999999999999,15,19.9832993,8967
-1,156187456011000.000000000000000,29.969999999999999,-83.439999999999998,15,20.0000000,8985
-1,156187488011000.000000000000000,29.859999999999999,-83.390000000000001,15,20.1000004,8951
-1,156187511011000.000000000000000,30.245788999999998,-83.555659000000006,15,19.6958008,8875
-1,156187512011000.000000000000000,30.115710000000000,-83.559017999999995,15,20.1166992,8828
-1,156187514011000.000000000000000,29.778775000000000,-83.559579999999997,15,20.2625008,8992
-1,156187519011000.000000000000000,29.745926000000001,-83.391600999999994,15,20.1625004,8935
-1,156187522011000.000000000000000,29.779232000000000,-83.338695000000001,15,20.2000008,8956
-1,156187523011000.000000000000000,30.039632000000001,-83.601292999999998,15,20.0667000,8965
-1,156187608011000.000000000000000,30.059999999999999,-82.310000000000002,15,20.0125008,8370
-1,156187727011000.000000000000000,29.109999999999999,-81.219999999999999,16,21.0874996,7796
-1,156187729011000.000000000000000,29.219999999999999,-81.219999999999999,16,21.0207996,7759
-1,156187751011000.000000000000000,28.969999999999999,-81.140000000000001,16,21.2791996,7592
-1,156187780011000.000000000000000,29.219999999999999,-81.079999999999998,16,21.2999992,7414
-1,156187804011000.000000000000000,28.829999999999998,-81.000000000000000,16,21.4874992,7595
-1,156176445011000.000000000000000,30.309999999999999,-85.920000000000002,14,19.4249992,9940
-1,156176462011000.000000000000000,30.309999999999999,-85.780000000000001,14,19.4333000,9822
-1,156176482011000.000000000000000,30.390000000000001,-85.719999999999999,14,19.3332996,9924
-1,156176500011000.000000000000000,30.559999999999999,-85.420000000000002,14,19.1000004,9577
-1,156176532011000.000000000000000,30.030000000000001,-85.530000000000001,14,20.0291996,10039
-1,156176537011000.000000000000000,30.329999999999998,-85.500000000000000,14,19.4291992,9794
-1,156176546011000.000000000000000,30.219999999999999,-85.500000000000000,14,19.5042000,9949
-1,156176575011000.000000000000000,30.393122000000002,-85.441872000000004,14,19.3332996,9899
-1,156176581011000.000000000000000,30.190000000000001,-85.439999999999998,14,19.5375004,9981
-1,156176582011000.000000000000000,30.420000000000002,-85.829999999999998,14,19.2458000,9978
-1,156176591011000.000000000000000,30.000000000000000,-85.439999999999998,14,19.9375000,9987
-1,156176593011000.000000000000000,30.059999999999999,-85.390000000000001,14,19.8083000,10004
-1,156176595011000.000000000000000,30.170000000000002,-85.390000000000001,15,19.5874996,9990
-1,156176597011000.000000000000000,30.359999999999999,-85.780000000000001,14,19.3208008,9866
-1,156177067011000.000000000000000,30.219999999999999,-85.390000000000001,16,19.4207993,10005
-1,156177093011000.000000000000000,30.440000000000001,-85.250000000000000,16,19.3332996,9584
-1,156177096011000.000000000000000,30.420000000000002,-85.250000000000000,16,19.3332996,9598
-1,156177098011000.000000000000000,30.390000000000001,-85.250000000000000,16,19.3792000,9617
-1,156178937011000.000000000000000,30.719999999999999,-87.439999999999998,15,19.0958004,10566
-1,156179231011000.000000000000000,29.859999999999999,-85.000000000000000,15,20.0832996,9528
-1,156179236011000.000000000000000,29.969999999999999,-85.000000000000000,15,19.9666996,9765
-1,156179238011000.000000000000000,30.000000000000000,-84.939999999999998,15,19.8582993,9617
-1,156179280011000.000000000000000,29.809999999999999,-84.780000000000001,15,20.0667000,9281
-1,156179286011000.000000000000000,29.890000000000001,-84.750000000000000,15,20.0000000,9353
-1,156179297011000.000000000000000,29.859999999999999,-84.689999999999998,15,20.0832996,9314
-1,156179749011000.000000000000000,29.890000000000001,-85.109999999999999,15,20.0125008,9641
-1,156179750011000.000000000000000,30.059999999999999,-85.359999999999999,15,19.7707996,10060
-1,156179751011000.000000000000000,30.030000000000001,-85.390000000000001,15,19.8624992,9996
-1,156179774011000.000000000000000,30.109999999999999,-85.329999999999998,15,19.6541996,10111
-1,156179795011000.000000000000000,30.170000000000002,-85.280000000000001,15,19.6208000,10121
-1,156181632011000.000000000000000,30.250000000000000,-83.939999999999998,15,19.6124992,9149
-1,156182397011000.000000000000000,30.309999999999999,-84.560000000000002,14,19.4582996,9660
-1,156182492011000.000000000000000,30.359999999999999,-84.109999999999999,14,19.5499992,9358
-1,156182880011000.000000000000000,30.250000000000000,-84.920000000000002,14,19.5000000,9612
-1,156182915011000.000000000000000,30.219999999999999,-84.859999999999999,14,19.5499992,9590
-1,156182920011000.000000000000000,30.309999999999999,-84.859999999999999,14,19.4249992,9528
-1,156182944011000.000000000000000,30.140000000000001,-84.780000000000001,14,19.6082993,9604
-1,156182948011000.000000000000000,30.079999999999998,-84.780000000000001,14,19.7000008,9585
-1,156182958011000.000000000000000,30.420000000000002,-84.719999999999999,14,19.3917007,9431
-1,156186642011000.000000000000000,30.920000000000002,-86.939999999999998,15,18.7583008,10371
-1,156186651011000.000000000000000,30.859999999999999,-86.890000000000001,15,18.8374996,10253
-1,156188047011000.000000000000000,30.250000000000000,-84.109999999999999,15,19.5958004,9394
-1,156188164011000.000000000000000,30.390000000000001,-86.219999999999999,14,19.5832996,10100
-1,156176719011000.000000000000000,28.658590000000000,-80.944839000000002,15,21.7542000,7558
-1,156176957011000.000000000000000,28.088531000000000,-80.668447000000000,15,22.6124992,6646
-1,156176978011000.000000000000000,27.836618000000001,-80.613457999999994,15,22.5083008,7005
-1,156180729011000.000000000000000,27.559999999999999,-81.310000000000002,15,22.4333000,6832
-1,156181876011000.000000000000000,28.440000000000001,-81.939999999999998,16,21.6208000,7428
-1,156182102011000.000000000000000,29.140000000000001,-81.530000000000001,16,20.9916992,7892
-1,156185086011000.000000000000000,27.690000000000001,-80.920000000000002,15,22.3332996,7051
-1,156173152011000.000000000000000,28.219999999999999,-81.859999999999999,15,22.0750008,7168
-1,156185924011000.000000000000000,27.670000000000002,-81.420000000000002,15,22.3666992,6940
-1,156185944011000.000000000000000,27.670103999999998,-81.307416000000003,15,22.4125004,6920
-1,156185956011000.000000000000000,27.695592000000001,-81.245762999999997,15,22.4083004,6946
-1,156185957011000.000000000000000,27.667477999999999,-81.253409000000005,15,22.3999996,6932
-1,156185960011000.000000000000000,27.662078999999999,-81.223489000000001,15,22.4207993,6926
-1,156186467011000.000000000000000,27.331786999999998,-80.340744999999998,15,23.2707996,7415
-1,156187135011000.000000000000000,28.361142000000001,-81.967371000000000,15,21.7124996,7421
-1,156174691011000.000000000000000,28.420000000000002,-81.969999999999999,15,21.6250000,7468
-1,156177282011000.000000000000000,27.034162999999999,-81.830062999999996,14,22.7542000,7046
-1,156177325011000.000000000000000,26.866294000000000,-81.697425999999993,14,22.8416996,7204
-1,156163918011000.000000000000000,26.920000000000002,-81.969999999999999,14,23.0167007,6926
-1,156177736011000.000000000000000,26.032073000000000,-81.696832999999998,15,23.6541996,6999
-1,156177757011000.000000000000000,26.079999999999998,-81.609999999999999,15,23.5750008,7117
-1,156177797011000.000000000000000,26.198982999999998,-81.554195000000007,15,23.4207993,7264
-1,156179562011000.000000000000000,27.030000000000001,-81.560000000000002,15,22.6707993,7085
-1,156179564011000.000000000000000,26.859999999999999,-81.439999999999998,15,22.7500000,7131
-1,156179565011000.000000000000000,26.969999999999999,-81.560000000000002,15,22.6958008,7083
-1,156179577011000.000000000000000,27.030000000000001,-81.500000000000000,15,22.6417007,7052
-1,156179603011000.000000000000000,26.830090999999999,-81.444113999999999,15,22.7875004,7164
-1,156179614011000.000000000000000,26.965111000000000,-81.358929000000003,15,22.6958008,7030
-1,156182302011000.000000000000000,26.750000000000000,-81.810000000000002,14,23.0916996,7290
-1,156182326011000.000000000000000,26.719657999999999,-81.585445000000007,14,23.0249996,7294
-1,156182334011000.000000000000000,26.366399000000001,-81.665042000000000,14,23.2791996,7364
-1,156183894011000.000000000000000,27.022472000000000,-80.193782999999996,14,23.2999992,7794
-1,156170790011000.000000000000000,27.170000000000002,-80.219999999999999,14,23.4041996,7632
-1,218218883020000.000000000000000,29.832682999999999,-82.251530000000002,13,20.2082996,8099
-1,218218864020000.000000000000000,30.533783000000000,-82.252103000000005,13,19.7749996,8401
-1,218218867020000.000000000000000,30.296085999999999,-82.219881000000001,13,19.8750000,8376
-1,218218869020000.000000000000000,30.298842000000000,-82.369461000000001,13,19.7875004,8506
-1,218218877020000.000000000000000,30.142880999999999,-82.114692000000005,14,19.9792004,8356
-1,218218329020000.000000000000000,30.071769000000000,-81.994472000000002,13,20.1749992,8146
-1,218218552020000.000000000000000,29.824732000000001,-81.835550999999995,13,20.2500000,8008
-1,218219125020000.000000000000000,30.237656000000001,-82.524225999999999,12,19.8500004,8464
-1,218219294020000.000000000000000,29.545694999999998,-83.072685000000007,12,20.2292004,9010
-1,218218493020000.000000000000000,29.675552000000000,-83.193430000000006,12,20.0583000,8983
-1,218218850020000.000000000000000,29.747995000000000,-83.279839999999993,12,20.1833000,8958
-1,218218775020000.000000000000000,29.267118000000000,-81.301170999999997,13,21.0000000,7791
-1,218218567020000.000000000000000,29.513418000000001,-81.497804000000002,13,20.8292007,7721
-1,218218427020000.000000000000000,30.295178000000000,-83.383443999999997,13,19.7332993,8658
-1,218218340020000.000000000000000,29.434729999999998,-81.953818999999996,12,20.5958004,7803
-1,218218360020000.000000000000000,28.988181000000001,-81.868972999999997,11,21.2917004,7545
-1,218218749020000.000000000000000,29.042864000000002,-81.836044000000001,11,21.0207996,7642
-1,218218561020000.000000000000000,29.742877000000000,-81.444165999999996,14,20.7458000,7518
-1,218219310020000.000000000000000,30.227281000000001,-83.109554000000003,13,20.1667004,8387
-1,218218481020000.000000000000000,29.848056000000000,-83.538334000000006,12,20.2250004,8941
-1,218218485020000.000000000000000,30.103553999999999,-83.397636000000006,13,19.8582993,8917
-1,218218511020000.000000000000000,30.057547000000000,-83.608197000000004,12,20.0916996,8912
-1,218218878020000.000000000000000,30.040448000000001,-82.232844999999998,13,20.0874996,8217
-1,218218300020000.000000000000000,30.069019000000001,-82.292796999999993,13,19.9874992,8332
-1,218218273020000.000000000000000,28.961841000000000,-81.156921999999994,12,21.3416996,7566
-1,218218534020000.000000000000000,29.111252000000000,-81.215087999999994,12,21.0874996,7809
-1,218218108020000.000000000000000,30.224903000000001,-85.523056999999994,12,19.5291996,9969
-1,218218048020000.000000000000000,30.138660000000002,-85.447903999999994,12,19.6749992,9987
-1,218218107020000.000000000000000,30.373208000000002,-85.645587000000006,12,19.3582993,9880
-1,218219313020000.000000000000000,30.206308000000000,-85.439308999999994,12,19.4750004,9970
-1,218218089020000.000000000000000,30.278175000000001,-85.374356000000006,11,19.3416996,9981
-1,218218132020000.000000000000000,29.784557000000000,-84.671113000000005,12,-9999.0000000,-9999
-1,218218058020000.000000000000000,29.968183000000000,-84.789075999999994,12,19.8416996,9538
-1,218219300020000.000000000000000,29.985793000000001,-84.495895000000004,12,19.9333000,9480
-1,218218124020000.000000000000000,30.062982000000002,-85.319211999999993,12,19.7166996,10083
-1,218218128020000.000000000000000,29.818079000000001,-85.253044000000003,12,20.1375008,9664
-1,218217944020000.000000000000000,30.748297999999998,-85.079122999999996,11,19.1417007,8943
-1,218218114020000.000000000000000,30.692383000000000,-85.267346000000003,11,19.1625004,9048
-1,218218022020000.000000000000000,30.140160999999999,-85.017075000000006,12,19.7500000,9797
-1,218219335020000.000000000000000,30.379716999999999,-84.788959000000006,12,19.4750004,9366
-1,218218142020000.000000000000000,30.158232000000002,-84.736621999999997,12,19.6417007,9605
-1,289515667490000.000000000000000,30.111492999999999,-84.589654999999993,14,19.7332993,9561
-1,218218099020000.000000000000000,30.453522000000000,-85.729608999999996,12,19.2416992,9930
-1,218219000020000.000000000000000,27.861066999999998,-80.600896000000006,11,22.4874992,6977
-1,218219305020000.000000000000000,27.620964000000001,-81.221553999999998,12,22.4333000,6888
-1,218218611020000.000000000000000,27.544768999999999,-81.264032000000000,12,22.4542007,6860
-1,218218745020000.000000000000000,27.725235000000001,-81.334889000000004,12,22.3332996,7007
-1,218218259020000.000000000000000,27.736602000000001,-81.612071000000000,13,22.3458004,7046
-1,218218371020000.000000000000000,28.526948999999998,-82.024668000000005,12,21.6082993,7430
-1,218218372020000.000000000000000,28.359266000000002,-81.960989999999995,12,21.7166996,7407
-1,218219077020000.000000000000000,26.864155000000000,-81.802869999999999,12,23.0375004,7153
-1,218218420020000.000000000000000,26.872333999999999,-81.514894999999996,12,22.7583008,7184
-1,218218424020000.000000000000000,26.642424999999999,-81.609651999999997,11,23.2458000,7285
-1,218219304020000.000000000000000,26.463678999999999,-81.651807000000005,11,23.2791996,7393
-1,289515972490000.000000000000000,29.770561000000001,-82.246763000000001,13,20.2208004,8058
-1,289515959490000.000000000000000,30.248439999999999,-82.233092999999997,12,19.9249992,8385
-1,289515950490000.000000000000000,30.329792999999999,-82.304497999999995,12,19.7957993,8484
-1,289515364490000.000000000000000,29.957044000000000,-82.031996000000007,12,20.2374992,8169
-1,289515325490000.000000000000000,30.399972000000002,-82.568709999999996,13,19.7707996,8403
-1,289515552490000.000000000000000,29.549510000000001,-83.191153000000000,12,20.2458000,9004
-1,289515553490000.000000000000000,29.491091999999998,-83.081563000000003,12,20.2957993,8975
-1,289515544490000.000000000000000,29.712765000000001,-83.287971999999996,12,20.1457996,8987
-1,289515820490000.000000000000000,29.622606000000001,-81.294950999999998,13,20.8582993,7563
-1,289515518490000.000000000000000,29.454170999999999,-81.186143000000001,13,21.0375004,7548
-1,289515770490000.000000000000000,29.635033000000000,-82.740916999999996,12,20.4125004,8780
-1,289515740490000.000000000000000,29.936876000000002,-83.026332999999994,13,20.1417007,8685
-1,289515739490000.000000000000000,29.989356999999998,-83.358007999999998,13,19.9375000,8921
-1,289515741490000.000000000000000,30.019973000000000,-83.159630000000007,13,20.0042000,8797
-1,289515619490000.000000000000000,29.776254999999999,-81.659085000000005,13,20.5625000,7693
-1,289515254490000.000000000000000,30.018528000000000,-81.435891999999996,12,20.5291996,7665
-1,289515738490000.000000000000000,29.943431000000000,-82.887574000000001,12,20.2999992,8574
-1,289515568490000.000000000000000,30.249991999999999,-83.650360000000006,11,19.7250004,8918
-1,289515527490000.000000000000000,30.134263000000001,-83.451548000000003,11,19.8792000,8901
-1,289515547490000.000000000000000,29.720354000000000,-83.390232999999995,11,20.1583004,8931
-1,289515521490000.000000000000000,29.219774000000001,-81.159858999999997,12,21.0667000,7658
-1,289515040490000.000000000000000,29.995211000000001,-85.454383000000007,12,19.9333000,10032
-1,289515048490000.000000000000000,30.213963000000000,-85.223505000000003,13,19.5792007,10038
-1,289514993490000.000000000000000,30.235983000000001,-85.386022999999994,13,19.3875008,9986
-1,289515122490000.000000000000000,30.410789999999999,-85.350144999999998,13,19.2999992,9750
-1,289515053490000.000000000000000,29.781724000000001,-84.839391000000006,13,20.1958008,9242
-1,289515050490000.000000000000000,29.841193000000001,-84.809338999999994,13,20.0291996,9287
-1,289515155490000.000000000000000,29.907737999999998,-84.544539999999998,13,19.9500008,9377
-1,289515128490000.000000000000000,29.923214999999999,-85.337871000000007,12,20.0125008,9858
-1,289515130490000.000000000000000,29.789417000000000,-85.266439000000005,12,20.2332993,9607
-1,289515496490000.000000000000000,30.251576000000000,-83.926927000000006,12,19.5958004,9143
-1,289514953490000.000000000000000,30.238201000000000,-84.519750999999999,12,19.5333004,9663
-1,289516015490000.000000000000000,27.901477000000000,-80.529478999999995,11,22.5207996,6884
-1,289515448490000.000000000000000,27.203068999999999,-81.499848999999998,12,22.5249996,6914
-1,289516018490000.000000000000000,27.727747000000001,-80.448391000000001,13,22.6833000,7189
-1,289516016490000.000000000000000,27.756278999999999,-80.606558000000007,13,22.5708008,7060
-1,289515285490000.000000000000000,28.225528000000001,-81.660557999999995,13,22.1082993,7112
-1,289515848490000.000000000000000,26.976192000000001,-82.269991000000005,11,22.8750000,7013
-1,289515457490000.000000000000000,26.812791000000001,-81.651110000000003,11,22.8582993,7282
-1,289515648490000.000000000000000,26.264118000000000,-81.577500000000001,11,23.3875008,7311
-1,289515622490000.000000000000000,26.728432999999999,-81.657791000000003,11,23.0375004,7309
-1,289516091490000.000000000000000,26.862977999999998,-80.226781000000003,11,23.3500004,7966
-1,374861733490000.000000000000000,29.601430000000001,-82.577132000000006,13,20.6042004,8380
-1,374861470490000.000000000000000,29.820041000000000,-83.209553000000000,13,20.1042004,8897
-1,374861330490000.000000000000000,30.266891000000001,-81.892246000000000,13,20.2124996,8235
-1,374861488490000.000000000000000,29.329568999999999,-81.241652000000002,12,20.9624996,7710
-1,374861821490000.000000000000000,29.494833000000000,-81.286877000000004,12,20.8875008,7682
-1,374861676490000.000000000000000,30.604443000000000,-82.912796000000000,13,19.4666996,8335
-1,374861681490000.000000000000000,30.444853999999999,-83.129851000000002,13,19.8542004,8299
-1,374861704490000.000000000000000,29.960836000000000,-83.012264999999999,12,20.2042007,8631
-1,374861409490000.000000000000000,29.342185000000001,-82.946217000000004,11,20.5625000,8922
-1,374861528490000.000000000000000,30.571111999999999,-81.901939999999996,12,20.0249996,8241
-1,374861593490000.000000000000000,29.726061000000001,-81.798940000000002,12,20.3833008,7852
-1,374861695490000.000000000000000,30.304966000000000,-82.878763000000006,13,20.0083008,8364
-1,374861699490000.000000000000000,30.293482000000001,-83.038891000000007,13,20.1375008,8322
-1,374861701490000.000000000000000,29.887148000000000,-82.881572000000006,13,20.3374996,8593
-1,374861698490000.000000000000000,30.201872000000002,-82.901961999999997,13,19.9792004,8547
-1,374861279490000.000000000000000,28.787191000000000,-80.997772999999995,12,21.5874996,7542
-1,374861393490000.000000000000000,29.329543000000001,-81.539008999999993,12,20.9666996,7861
-1,374861271490000.000000000000000,29.239795000000001,-81.103876999999997,12,21.2542000,7445
-1,374861049490000.000000000000000,30.351535999999999,-85.906007000000002,13,19.3250008,10019
-1,374861087490000.000000000000000,30.350093999999999,-85.737042000000002,13,19.3374996,9844
-1,374861050490000.000000000000000,30.263040000000000,-85.914914999999993,13,19.5125008,9927
-1,374861101490000.000000000000000,30.502683999999999,-85.398235999999997,13,19.1417007,9750
-1,374861084490000.000000000000000,30.420348000000001,-85.572496000000001,13,19.3833008,9785
-1,374861103490000.000000000000000,30.363263000000000,-85.368234999999999,13,19.3458004,9773
-1,374860905490000.000000000000000,30.506139999999998,-85.289595000000006,13,19.1917000,9607
-1,374861028490000.000000000000000,29.883184000000000,-84.751176000000001,13,20.0000000,9326
-1,374860990490000.000000000000000,29.877030000000001,-85.181447000000006,13,20.0083008,9681
-1,374861108490000.000000000000000,29.969080000000002,-85.293853999999996,13,19.8542004,9944
-1,374860994490000.000000000000000,29.735360000000000,-85.244344999999996,13,20.2292004,9471
-1,374861096490000.000000000000000,30.654508000000000,-85.221024999999997,13,19.2166996,9206
-1,374861465490000.000000000000000,30.297001999999999,-84.043100999999993,11,19.5207996,9318
-1,374860909490000.000000000000000,30.217621000000001,-84.069779999999994,12,19.6667004,9287
-1,374861466490000.000000000000000,30.207491999999998,-83.937725999999998,12,19.6707993,9177
-1,374861121490000.000000000000000,30.366192999999999,-84.622309999999999,12,19.4958000,9627
-1,374861141490000.000000000000000,30.548102000000000,-86.803190000000001,11,19.5291996,9998
-1,374861069490000.000000000000000,30.331254999999999,-86.044082000000003,12,19.4708004,10032
-1,374861711490000.000000000000000,30.884353000000001,-86.306180999999995,11,18.6499996,10017
-1,374861654490000.000000000000000,27.627514000000001,-81.167395999999997,12,22.3999996,6894
-1,374861218490000.000000000000000,27.637239000000001,-82.312047000000007,13,22.4958000,7219
-1,374862153490000.000000000000000,27.531817000000000,-80.762445000000000,13,22.4750004,7106
-1,374861191490000.000000000000000,28.413937000000001,-82.461374000000006,12,21.7833004,7661
-1,374861770490000.000000000000000,28.272117999999999,-82.521305999999996,12,21.8917007,7577
-1,374861230490000.000000000000000,28.353047000000000,-81.811414999999997,12,21.9125004,7189
-1,374861814490000.000000000000000,27.018761999999999,-82.263467000000006,12,22.8750000,7061
-1,374862140490000.000000000000000,26.869890999999999,-81.759364000000005,12,22.9666996,7169
-1,374861792490000.000000000000000,26.840036000000001,-81.886267000000004,13,23.0916996,7106
-1,374862139490000.000000000000000,26.932630000000000,-81.706852999999995,12,22.7791996,7150
-1,374861453490000.000000000000000,26.572220999999999,-81.575997999999998,13,23.3125000,7231
-1,374862273490000.000000000000000,27.001145999999999,-80.286145000000005,11,23.2292004,7770